,ftm,home,opponent,Age_x,#days_x,BA,OBP,SLG,OPS,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,throws,bats,opp_hand,VAL
5550,Milwaukee Brewers,0,St. Louis Cardinals,28.0,0.0,0.24600000000000002,0.337,0.484,0.821,4.16,0.0,578.0,2290.0,61%,19%,9%,46%,29%,4%,1.291,0.266,7.4,1.93,R,L,True,3.0
5551,Los Angeles Angels,0,Texas Rangers,28.0,0.0,0.295,0.344,0.41600000000000004,0.76,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,R,True,3.0
5552,Los Angeles Angels,0,Texas Rangers,28.0,0.0,0.295,0.344,0.41600000000000004,0.76,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,R,True,3.0
5553,San Francisco Giants,0,Cincinnati Reds,25.0,0.0,0.27699999999999997,0.38299999999999995,0.345,0.728,5.17,2.0,184.0,682.0,61%,14%,11%,46%,30%,9%,1.8259999999999998,0.325,6.1,0.93,L,R,True,0.0
5554,New York Mets,0,Philadelphia Phillies,23.0,2.0,0.195,0.225,0.377,0.602,5.9,0.0,133.0,515.0,63%,14%,12%,48%,26%,7%,1.5859999999999999,0.341,9.0,2.23,R,L,True,7.0
5555,Tampa Bay Rays,0,Boston Red Sox,25.0,1.0,0.307,0.377,0.433,0.81,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,L,True,0.0
5556,Washington Nationals,1,Miami Marlins,19.0,0.0,0.28800000000000003,0.40700000000000003,0.51,0.9179999999999999,4.5,2.0,572.0,2218.0,63%,15%,9%,52%,21%,5%,1.225,0.292,7.0,2.77,R,L,True,4.0
5557,San Diego Padres,1,Arizona D'Backs,27.0,0.0,0.24100000000000002,0.297,0.39,0.687,4.25,0.0,245.0,845.0,65%,14%,11%,73%,15%,2%,1.298,0.28800000000000003,6.1,2.11,R,L,True,0.0
5558,Houston Astros,0,Oakland Athletics,28.0,5.0,0.249,0.33299999999999996,0.43,0.763,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,R,False,10.0
5559,New York Yankees,1,Toronto Blue Jays,28.0,0.0,0.285,0.35700000000000004,0.539,0.895,0.0,0.0,10.0,43.0,60%,21%,7%,83%,17%,0%,1.5,0.16699999999999998,4.5,0.5,R,R,False,16.0
5560,Colorado Rockies,0,Atlanta Braves,25.0,0.0,0.294,0.348,0.5479999999999999,0.897,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,R,False,14.0
5562,Cincinnati Reds,1,San Francisco Giants,26.0,0.0,0.294,0.376,0.56,0.935,4.68,0.0,501.0,1899.0,64%,19%,7%,51%,24%,4%,1.349,0.327,7.8,3.32,L,R,True,21.0
5563,Tampa Bay Rays,0,Boston Red Sox,30.0,1.0,0.209,0.248,0.237,0.486,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,R,False,0.0
5564,Boston Red Sox,1,Tampa Bay Rays,26.0,0.0,0.22399999999999998,0.278,0.299,0.5760000000000001,3.3,0.0,238.0,956.0,62%,17%,14%,42%,22%,8%,1.203,0.308,9.9,3.5,R,S,True,0.0
5566,Los Angeles Dodgers,0,Seattle Mariners,27.0,0.0,0.249,0.324,0.439,0.763,15.0,0.0,17.0,64.0,55%,16%,0%,29%,14%,29%,2.333,0.308,0.0,0.0,R,R,False,17.0
5567,Washington Nationals,1,Miami Marlins,27.0,0.0,0.233,0.295,0.37,0.665,4.5,2.0,572.0,2218.0,63%,15%,9%,52%,21%,5%,1.225,0.292,7.0,2.77,R,R,False,0.0
5568,New York Yankees,1,Toronto Blue Jays,21.0,0.0,0.264,0.331,0.48100000000000004,0.812,0.0,0.0,10.0,43.0,60%,21%,7%,83%,17%,0%,1.5,0.16699999999999998,4.5,0.5,R,R,False,14.0
5569,New York Yankees,1,Toronto Blue Jays,25.0,0.0,0.313,0.32899999999999996,0.4,0.7290000000000001,0.0,0.0,10.0,43.0,60%,21%,7%,83%,17%,0%,1.5,0.16699999999999998,4.5,0.5,R,R,False,13.0
5570,Toronto Blue Jays,0,New York Yankees,27.0,0.0,0.231,0.276,0.379,0.655,3.12,1.0,210.0,823.0,66%,18%,12%,29%,25%,10%,1.0,0.262,8.8,4.25,R,R,False,0.0
5571,Baltimore Orioles,0,Cleveland Indians,32.0,5.0,0.261,0.313,0.452,0.764,5.51,0.0,199.0,758.0,68%,18%,8%,62%,19%,3%,1.204,0.295,6.8,9.0,R,R,False,3.0
5572,Cincinnati Reds,1,San Francisco Giants,27.0,0.0,0.24,0.303,0.413,0.716,4.68,0.0,501.0,1899.0,64%,19%,7%,51%,24%,4%,1.349,0.327,7.8,3.32,L,L,False,0.0
5573,Los Angeles Dodgers,0,Seattle Mariners,33.0,0.0,0.3,0.392,0.496,0.888,15.0,0.0,17.0,64.0,55%,16%,0%,29%,14%,29%,2.333,0.308,0.0,0.0,R,R,False,35.0
5574,Washington Nationals,1,Miami Marlins,25.0,0.0,0.267,0.33399999999999996,0.406,0.74,4.5,2.0,572.0,2218.0,63%,15%,9%,52%,21%,5%,1.225,0.292,7.0,2.77,R,R,False,0.0
5576,New York Mets,0,Philadelphia Phillies,35.0,0.0,0.11800000000000001,0.16699999999999998,0.11800000000000001,0.284,5.9,0.0,133.0,515.0,63%,14%,12%,48%,26%,7%,1.5859999999999999,0.341,9.0,2.23,R,L,True,3.0
5577,San Diego Padres,1,Arizona D'Backs,27.0,3.0,0.23600000000000002,0.299,0.45,0.75,4.25,0.0,245.0,845.0,65%,14%,11%,73%,15%,2%,1.298,0.28800000000000003,6.1,2.11,R,R,False,0.0
5578,Baltimore Orioles,0,Cleveland Indians,27.0,0.0,0.265,0.324,0.396,0.72,5.51,0.0,199.0,758.0,68%,18%,8%,62%,19%,3%,1.204,0.295,6.8,9.0,R,S,True,3.0
5579,Los Angeles Angels,0,Texas Rangers,24.0,0.0,0.21899999999999997,0.265,0.43799999999999994,0.7020000000000001,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,R,True,0.0
5580,Los Angeles Angels,0,Texas Rangers,24.0,0.0,0.21899999999999997,0.265,0.43799999999999994,0.7020000000000001,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,R,True,0.0
5581,Tampa Bay Rays,0,Boston Red Sox,28.0,0.0,0.28800000000000003,0.33799999999999997,0.419,0.758,2.54,0.0,111.0,436.0,63%,22%,10%,44%,21%,6%,1.0590000000000002,0.25,8.6,3.38,R,L,True,14.0
5582,Houston Astros,0,Oakland Athletics,27.0,0.0,0.314,0.397,0.637,1.034,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,R,False,3.0
5583,Washington Nationals,1,Miami Marlins,32.0,0.0,0.24,0.32299999999999995,0.363,0.6859999999999999,4.5,2.0,572.0,2218.0,63%,15%,9%,52%,21%,5%,1.225,0.292,7.0,2.77,R,S,True,7.0
5584,Philadelphia Phillies,1,New York Mets,24.0,0.0,0.265,0.33399999999999996,0.451,0.785,0.0,0.0,11.0,42.0,64%,21%,14%,50%,0%,17%,1.0,0.33299999999999996,12.0,4.0,L,L,False,3.0
5585,St. Louis Cardinals,1,Milwaukee Brewers,26.0,4.0,0.33299999999999996,0.429,0.583,1.012,1.45,0.0,244.0,990.0,65%,18%,13%,60%,19%,4%,1.032,0.264,10.2,3.33,R,R,False,14.0
5586,Colorado Rockies,0,Atlanta Braves,26.0,0.0,0.162,0.276,0.27,0.546,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,L,True,0.0
5587,St. Louis Cardinals,1,Milwaukee Brewers,27.0,0.0,0.245,0.327,0.387,0.7140000000000001,1.45,0.0,244.0,990.0,65%,18%,13%,60%,19%,4%,1.032,0.264,10.2,3.33,R,L,True,0.0
5588,Baltimore Orioles,0,Cleveland Indians,27.0,0.0,0.25,0.284,0.42200000000000004,0.705,5.51,0.0,199.0,758.0,68%,18%,8%,62%,19%,3%,1.204,0.295,6.8,9.0,R,R,False,0.0
5589,Milwaukee Brewers,0,St. Louis Cardinals,26.0,0.0,0.311,0.374,0.5329999999999999,0.907,4.16,0.0,578.0,2290.0,61%,19%,9%,46%,29%,4%,1.291,0.266,7.4,1.93,R,L,True,5.0
5590,Los Angeles Angels,0,Texas Rangers,33.0,0.0,0.239,0.28600000000000003,0.39399999999999996,0.68,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,S,True,3.0
5591,Los Angeles Angels,0,Texas Rangers,33.0,0.0,0.239,0.28600000000000003,0.39399999999999996,0.68,7.01,0.0,410.0,1548.0,64%,16%,10%,38%,28%,7%,1.729,0.359,7.5,2.03,L,S,True,3.0
5592,Chicago Cubs,0,Pittsburgh Pirates,37.0,0.0,0.304,0.387,0.457,0.845,2.62,0.0,230.0,966.0,68%,15%,16%,44%,27%,8%,1.182,0.324,11.8,3.79,L,S,True,2.0
5593,Seattle Mariners,1,Los Angeles Dodgers,27.0,0.0,0.193,0.251,0.41700000000000004,0.6679999999999999,6.75,0.0,28.0,117.0,64%,15%,15%,29%,24%,18%,1.2,0.28600000000000003,13.5,10.0,L,R,True,0.0
5594,Chicago White Sox,0,Minnesota Twins,31.0,4.0,0.272,0.331,0.491,0.821,4.8,0.0,220.0,815.0,67%,17%,11%,31%,25%,10%,1.4609999999999999,0.327,7.1,2.86,R,R,False,19.0
5595,Atlanta Braves,0,Pittsburgh Pirates,20.0,0.0,0.285,0.353,0.57,0.924,2.62,0.0,235.0,798.0,66%,17%,13%,49%,25%,9%,1.046,0.275,7.7,5.0,R,,True,5.0
5596,Tampa Bay Rays,1,Kansas City Royals,22.0,0.0,0.261,0.324,0.418,0.742,0.0,0.0,10.0,52.0,56%,23%,6%,50%,50%,0%,1.714,0.4,11.6,1.5,R,R,False,5.0
5597,Minnesota Twins,1,Chicago White Sox,28.0,1.0,0.25,0.308,0.381,0.6890000000000001,7.27,0.0,38.0,129.0,63%,18%,12%,31%,15%,8%,1.1540000000000001,0.13,6.2,1.5,R,S,True,8.0
5598,Milwaukee Brewers,1,Cincinnati Reds,28.0,0.0,0.27899999999999997,0.363,0.562,0.925,3.95,0.0,58.0,233.0,64%,17%,9%,47%,16%,5%,1.244,0.25,7.2,2.75,L,R,True,11.0
5599,Atlanta Braves,0,Pittsburgh Pirates,21.0,0.0,0.272,0.309,0.46799999999999997,0.777,2.62,0.0,235.0,798.0,66%,17%,13%,49%,25%,9%,1.046,0.275,7.7,5.0,R,S,True,2.0
5600,Cleveland Indians,0,Boston Red Sox,25.0,0.0,0.259,0.297,0.335,0.632,4.15,0.0,74.0,303.0,64%,18%,9%,34%,26%,15%,1.327,0.3,7.8,3.0,R,S,True,16.0
5601,Cleveland Indians,0,Boston Red Sox,31.0,0.0,0.248,0.312,0.446,0.758,4.15,0.0,74.0,303.0,64%,18%,9%,34%,26%,15%,1.327,0.3,7.8,3.0,R,L,True,3.0
5602,Milwaukee Brewers,1,Cincinnati Reds,30.0,4.0,0.105,0.105,0.105,0.21100000000000002,3.95,0.0,58.0,233.0,64%,17%,9%,47%,16%,5%,1.244,0.25,7.2,2.75,L,R,True,0.0
5603,Chicago White Sox,0,Minnesota Twins,25.0,0.0,0.245,0.29,0.41600000000000004,0.706,4.8,0.0,220.0,815.0,67%,17%,11%,31%,25%,10%,1.4609999999999999,0.327,7.1,2.86,R,R,False,12.0
5604,Texas Rangers,0,Oakland Athletics,29.0,0.0,0.26899999999999996,0.316,0.386,0.703,2.79,0.0,151.0,573.0,67%,18%,11%,29%,23%,17%,0.905,0.21600000000000003,9.1,5.57,R,R,False,0.0
5605,Pittsburgh Pirates,1,Atlanta Braves,29.0,4.0,0.0,0.0,0.0,0.0,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,R,False,0.0
5606,Milwaukee Brewers,1,Cincinnati Reds,23.0,0.0,0.21600000000000003,0.249,0.27899999999999997,0.528,3.95,0.0,58.0,233.0,64%,17%,9%,47%,16%,5%,1.244,0.25,7.2,2.75,L,R,True,3.0
5607,Minnesota Twins,1,Chicago White Sox,26.0,0.0,0.239,0.294,0.49700000000000005,0.7909999999999999,7.27,0.0,38.0,129.0,63%,18%,12%,31%,15%,8%,1.1540000000000001,0.13,6.2,1.5,R,R,False,7.0
5608,St. Louis Cardinals,0,Los Angeles Dodgers,24.0,0.0,0.27899999999999997,0.35200000000000004,0.441,0.7929999999999999,3.6,1.0,554.0,2111.0,66%,17%,11%,49%,26%,4%,1.186,0.29100000000000004,8.0,3.55,L,R,True,3.0
5609,Cincinnati Reds,0,Milwaukee Brewers,32.0,4.0,0.13,0.16699999999999998,0.13,0.297,1.45,0.0,244.0,990.0,65%,18%,13%,60%,19%,4%,1.032,0.264,10.2,3.33,R,R,False,0.0
5610,Los Angeles Dodgers,1,St. Louis Cardinals,28.0,4.0,0.19899999999999998,0.33799999999999997,0.24600000000000002,0.584,2.91,0.0,213.0,863.0,67%,17%,14%,43%,29%,7%,1.063,0.305,10.8,5.25,R,R,False,2.0
5611,Cincinnati Reds,0,Milwaukee Brewers,27.0,0.0,0.24100000000000002,0.325,0.366,0.691,1.45,0.0,244.0,990.0,65%,18%,13%,60%,19%,4%,1.032,0.264,10.2,3.33,R,S,True,0.0
5612,Tampa Bay Rays,1,Kansas City Royals,22.0,0.0,0.209,0.327,0.406,0.733,0.0,0.0,10.0,52.0,56%,23%,6%,50%,50%,0%,1.714,0.4,11.6,1.5,R,L,True,2.0
5613,New York Mets,1,San Francisco Giants,37.0,0.0,0.204,0.34700000000000003,0.37799999999999995,0.725,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,2.0
5614,Baltimore Orioles,0,Toronto Blue Jays,28.0,0.0,0.221,0.281,0.35,0.631,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,R,False,3.0
5615,Pittsburgh Pirates,1,Atlanta Braves,25.0,0.0,0.261,0.34600000000000003,0.4,0.745,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,S,True,5.0
5616,Los Angeles Dodgers,1,St. Louis Cardinals,22.0,0.0,0.26,0.344,0.467,0.8109999999999999,2.91,0.0,213.0,863.0,67%,17%,14%,43%,29%,7%,1.063,0.305,10.8,5.25,R,L,True,6.0
5617,San Francisco Giants,0,New York Mets,30.0,0.0,0.267,0.358,0.44299999999999995,0.8,0.0,0.0,11.0,42.0,64%,21%,14%,50%,0%,17%,1.0,0.33299999999999996,12.0,4.0,L,L,False,6.0
5618,Boston Red Sox,1,Cleveland Indians,23.0,0.0,0.29600000000000004,0.377,0.49,0.867,1.29,0.0,77.0,302.0,68%,19%,13%,39%,22%,12%,0.667,0.188,10.3,6.0,L,L,False,7.0
5619,Boston Red Sox,1,Cleveland Indians,25.0,0.0,0.33799999999999997,0.425,0.634,1.06,1.29,0.0,77.0,302.0,68%,19%,13%,39%,22%,12%,0.667,0.188,10.3,6.0,L,R,True,10.0
5620,Boston Red Sox,1,Cleveland Indians,25.0,0.0,0.285,0.358,0.529,0.887,1.29,0.0,77.0,302.0,68%,19%,13%,39%,22%,12%,0.667,0.188,10.3,6.0,L,R,True,12.0
5621,Kansas City Royals,0,Tampa Bay Rays,25.0,0.0,0.214,0.301,0.33799999999999997,0.639,3.84,0.0,510.0,1961.0,65%,17%,8%,38%,28%,9%,1.262,0.28,8.0,2.68,L,R,True,2.0
5622,Boston Red Sox,1,Cleveland Indians,28.0,0.0,0.223,0.303,0.386,0.6890000000000001,1.29,0.0,77.0,302.0,68%,19%,13%,39%,22%,12%,0.667,0.188,10.3,6.0,L,L,False,10.0
5623,Cleveland Indians,0,Boston Red Sox,31.0,0.0,0.303,0.359,0.47100000000000003,0.83,4.15,0.0,74.0,303.0,64%,18%,9%,34%,26%,15%,1.327,0.3,7.8,3.0,R,L,True,19.0
5624,Milwaukee Brewers,1,Cincinnati Reds,34.0,0.0,0.259,0.309,0.465,0.774,3.95,0.0,58.0,233.0,64%,17%,9%,47%,16%,5%,1.244,0.25,7.2,2.75,L,R,True,7.0
5625,Houston Astros,0,Seattle Mariners,24.0,0.0,0.281,0.384,0.515,0.899,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,R,False,5.0
5626,Milwaukee Brewers,1,Cincinnati Reds,28.0,3.0,0.19699999999999998,0.319,0.39299999999999996,0.713,3.95,0.0,58.0,233.0,64%,17%,9%,47%,16%,5%,1.244,0.25,7.2,2.75,L,R,True,12.0
5627,Cleveland Indians,0,Boston Red Sox,33.0,0.0,0.265,0.31,0.43200000000000005,0.742,4.15,0.0,74.0,303.0,64%,18%,9%,34%,26%,15%,1.327,0.3,7.8,3.0,R,S,True,17.0
5628,Milwaukee Brewers,1,Cincinnati Reds,32.0,0.0,0.308,0.401,0.42700000000000005,0.8270000000000001,3.95,0.0,58.0,233.0,64%,17%,9%,47%,16%,5%,1.244,0.25,7.2,2.75,L,R,True,13.0
5629,Atlanta Braves,0,Pittsburgh Pirates,24.0,0.0,0.271,0.35100000000000003,0.449,0.8,2.62,0.0,235.0,798.0,66%,17%,13%,49%,25%,9%,1.046,0.275,7.7,5.0,R,S,True,11.0
5630,Seattle Mariners,1,Houston Astros,35.0,0.0,0.28800000000000003,0.37,0.44,0.81,2.01,0.0,124.0,509.0,65%,17%,15%,43%,25%,5%,1.085,0.304,9.8,3.78,L,L,False,30.0
5631,St. Louis Cardinals,0,Los Angeles Dodgers,32.0,0.0,0.267,0.38,0.569,0.9490000000000001,3.6,1.0,554.0,2111.0,66%,17%,11%,49%,26%,4%,1.186,0.29100000000000004,8.0,3.55,L,L,False,24.0
5632,Minnesota Twins,1,Chicago White Sox,25.0,1.0,0.272,0.31,0.46299999999999997,0.773,7.27,0.0,38.0,129.0,63%,18%,12%,31%,15%,8%,1.1540000000000001,0.13,6.2,1.5,R,L,True,22.0
5633,Pittsburgh Pirates,1,Atlanta Braves,32.0,0.0,0.259,0.391,0.452,0.8420000000000001,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,R,False,5.0
5634,Oakland Athletics,1,Texas Rangers,25.0,0.0,0.273,0.359,0.506,0.865,3.07,0.0,65.0,264.0,59%,16%,10%,39%,29%,10%,1.568,0.289,8.6,1.56,L,R,True,5.0
5635,Texas Rangers,0,Oakland Athletics,34.0,0.0,0.217,0.331,0.428,0.759,2.79,0.0,151.0,573.0,67%,18%,11%,29%,23%,17%,0.905,0.21600000000000003,9.1,5.57,R,R,False,0.0
5636,Tampa Bay Rays,1,Kansas City Royals,27.0,0.0,0.263,0.341,0.474,0.815,0.0,0.0,10.0,52.0,56%,23%,6%,50%,50%,0%,1.714,0.4,11.6,1.5,R,L,True,7.0
5637,Texas Rangers,0,Oakland Athletics,35.0,0.0,0.281,0.392,0.479,0.87,2.79,0.0,151.0,573.0,67%,18%,11%,29%,23%,17%,0.905,0.21600000000000003,9.1,5.57,R,L,True,2.0
5638,New York Mets,1,San Francisco Giants,25.0,0.0,0.235,0.34600000000000003,0.40700000000000003,0.752,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,L,False,5.0
5639,Houston Astros,0,Seattle Mariners,23.0,0.0,0.256,0.34,0.452,0.792,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,R,False,0.0
5640,San Francisco Giants,0,New York Mets,31.0,0.0,0.264,0.33299999999999996,0.408,0.741,0.0,0.0,11.0,42.0,64%,21%,14%,50%,0%,17%,1.0,0.33299999999999996,12.0,4.0,L,L,False,7.0
5641,Seattle Mariners,1,Houston Astros,37.0,2.0,0.265,0.35,0.537,0.887,2.01,0.0,124.0,509.0,65%,17%,15%,43%,25%,5%,1.085,0.304,9.8,3.78,L,R,True,5.0
5642,Atlanta Braves,0,Pittsburgh Pirates,29.0,0.0,0.289,0.335,0.511,0.845,2.62,0.0,235.0,798.0,66%,17%,13%,49%,25%,9%,1.046,0.275,7.7,5.0,R,R,False,0.0
5643,San Francisco Giants,0,New York Mets,31.0,2.0,0.26899999999999996,0.306,0.46299999999999997,0.768,0.0,0.0,11.0,42.0,64%,21%,14%,50%,0%,17%,1.0,0.33299999999999996,12.0,4.0,L,R,True,3.0
5644,Chicago White Sox,0,Minnesota Twins,27.0,0.0,0.228,0.326,0.451,0.777,4.8,0.0,220.0,815.0,67%,17%,11%,31%,25%,10%,1.4609999999999999,0.327,7.1,2.86,R,R,False,23.0
5645,Baltimore Orioles,0,Toronto Blue Jays,32.0,0.0,0.16899999999999998,0.245,0.317,0.563,3.72,3.0,228.0,880.0,63%,13%,14%,44%,21%,9%,1.24,0.31,9.2,3.17,R,L,True,2.0
5646,Oakland Athletics,1,Texas Rangers,30.0,0.0,0.259,0.33399999999999996,0.5720000000000001,0.9059999999999999,3.07,0.0,65.0,264.0,59%,16%,10%,39%,29%,10%,1.568,0.289,8.6,1.56,L,R,True,19.0
5647,St. Louis Cardinals,0,Los Angeles Dodgers,24.0,0.0,0.233,0.311,0.428,0.7390000000000001,3.6,1.0,554.0,2111.0,66%,17%,11%,49%,26%,4%,1.186,0.29100000000000004,8.0,3.55,L,R,True,2.0
5648,Chicago White Sox,0,Minnesota Twins,25.0,0.0,0.228,0.321,0.413,0.733,4.8,0.0,220.0,815.0,67%,17%,11%,31%,25%,10%,1.4609999999999999,0.327,7.1,2.86,R,L,True,12.0
5649,Toronto Blue Jays,1,Baltimore Orioles,27.0,0.0,0.255,0.293,0.455,0.748,5.15,0.0,298.0,1213.0,63%,17%,8%,35%,33%,9%,1.639,0.35100000000000003,7.7,2.12,R,R,False,3.0
5650,Cleveland Indians,0,Boston Red Sox,26.0,1.0,0.33299999999999996,0.36,0.41700000000000004,0.777,4.15,0.0,74.0,303.0,64%,18%,9%,34%,26%,15%,1.327,0.3,7.8,3.0,R,R,False,0.0
5651,Pittsburgh Pirates,1,Atlanta Braves,29.0,0.0,0.304,0.33399999999999996,0.475,0.809,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,L,True,3.0
5652,Cincinnati Reds,0,Milwaukee Brewers,26.0,0.0,0.18600000000000003,0.213,0.326,0.539,1.45,0.0,244.0,990.0,65%,18%,13%,60%,19%,4%,1.032,0.264,10.2,3.33,R,R,False,0.0
5653,Los Angeles Dodgers,1,St. Louis Cardinals,31.0,0.0,0.23,0.32,0.41200000000000003,0.732,2.91,0.0,213.0,863.0,67%,17%,14%,43%,29%,7%,1.063,0.305,10.8,5.25,R,R,False,7.0
5654,Kansas City Royals,0,Tampa Bay Rays,32.0,0.0,0.23199999999999998,0.303,0.386,0.6890000000000001,3.84,0.0,510.0,1961.0,65%,17%,8%,38%,28%,9%,1.262,0.28,8.0,2.68,L,L,False,5.0
5655,Tampa Bay Rays,1,Kansas City Royals,27.0,0.0,0.294,0.35200000000000004,0.368,0.7190000000000001,0.0,0.0,10.0,52.0,56%,23%,6%,50%,50%,0%,1.714,0.4,11.6,1.5,R,R,False,0.0
5656,San Francisco Giants,0,New York Mets,24.0,0.0,0.25,0.297,0.359,0.6559999999999999,0.0,0.0,11.0,42.0,64%,21%,14%,50%,0%,17%,1.0,0.33299999999999996,12.0,4.0,L,L,False,0.0
5657,Atlanta Braves,0,Pittsburgh Pirates,29.0,0.0,0.2,0.281,0.37799999999999995,0.659,2.62,0.0,235.0,798.0,66%,17%,13%,49%,25%,9%,1.046,0.275,7.7,5.0,R,R,False,3.0
5658,Chicago White Sox,0,Minnesota Twins,26.0,0.0,0.233,0.275,0.34299999999999997,0.619,4.8,0.0,220.0,815.0,67%,17%,11%,31%,25%,10%,1.4609999999999999,0.327,7.1,2.86,R,R,False,0.0
5659,Cincinnati Reds,0,Milwaukee Brewers,25.0,0.0,0.297,0.35200000000000004,0.469,0.82,1.45,0.0,244.0,990.0,65%,18%,13%,60%,19%,4%,1.032,0.264,10.2,3.33,R,,True,14.0
5660,Kansas City Royals,0,Tampa Bay Rays,31.0,1.0,0.21100000000000002,0.263,0.294,0.557,3.84,0.0,510.0,1961.0,65%,17%,8%,38%,28%,9%,1.262,0.28,8.0,2.68,L,R,True,3.0
5661,New York Mets,1,San Francisco Giants,26.0,0.0,0.278,0.331,0.444,0.775,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,13.0
5662,Pittsburgh Pirates,1,Atlanta Braves,26.0,0.0,0.276,0.345,0.43,0.774,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,L,True,0.0
5663,New York Mets,1,San Francisco Giants,32.0,0.0,0.233,0.31,0.413,0.723,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,2.0
5664,Atlanta Braves,0,Pittsburgh Pirates,28.0,0.0,0.316,0.4,0.521,0.9209999999999999,2.62,0.0,235.0,798.0,66%,17%,13%,49%,25%,9%,1.046,0.275,7.7,5.0,R,L,True,9.0
5665,Pittsburgh Pirates,1,Atlanta Braves,35.0,0.0,0.28300000000000003,0.337,0.447,0.784,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,R,False,0.0
5666,Texas Rangers,0,Oakland Athletics,24.0,0.0,0.212,0.324,0.508,0.8320000000000001,2.79,0.0,151.0,573.0,67%,18%,11%,29%,23%,17%,0.905,0.21600000000000003,9.1,5.57,R,L,True,3.0
5667,Seattle Mariners,1,Houston Astros,26.0,0.0,0.294,0.369,0.40299999999999997,0.7709999999999999,2.01,0.0,124.0,509.0,65%,17%,15%,43%,25%,5%,1.085,0.304,9.8,3.78,L,L,False,12.0
5668,Chicago White Sox,0,Minnesota Twins,27.0,0.0,0.23199999999999998,0.262,0.44,0.7020000000000001,4.8,0.0,220.0,815.0,67%,17%,11%,31%,25%,10%,1.4609999999999999,0.327,7.1,2.86,R,R,False,10.0
5669,St. Louis Cardinals,0,Los Angeles Dodgers,28.0,4.0,0.22699999999999998,0.314,0.327,0.6409999999999999,3.6,1.0,554.0,2111.0,66%,17%,11%,49%,26%,4%,1.186,0.29100000000000004,8.0,3.55,L,L,False,0.0
5670,Chicago White Sox,0,Minnesota Twins,27.0,4.0,0.28,0.31,0.391,0.701,4.8,0.0,220.0,815.0,67%,17%,11%,31%,25%,10%,1.4609999999999999,0.327,7.1,2.86,R,S,True,3.0
5671,Minnesota Twins,1,Chicago White Sox,27.0,0.0,0.26,0.332,0.413,0.746,7.27,0.0,38.0,129.0,63%,18%,12%,31%,15%,8%,1.1540000000000001,0.13,6.2,1.5,R,R,False,9.0
5672,Houston Astros,0,Seattle Mariners,31.0,3.0,0.23199999999999998,0.29,0.48200000000000004,0.772,2.79,1.0,169.0,760.0,59%,16%,10%,35%,23%,9%,1.371,0.29100000000000004,9.5,2.16,R,R,False,0.0
