Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Luis Avilan (11237213),Luis Avilan,11237213,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,2
RP,Aaron Loup (11237220),Aaron Loup,11237220,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,1.70
RP,Matt Grace (11237239),Matt Grace,11237239,P,4000,WAS@PHI 09/10/2018 07:05PM ET,WAS,3.10
RP,Edubray Ramos (11237240),Edubray Ramos,11237240,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,2.85
RP,Wander Suero (11237242),Wander Suero,11237242,P,4000,WAS@PHI 09/10/2018 07:05PM ET,WAS,3.66
RP,Hector Neris (11237263),Hector Neris,11237263,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,3.11
RP,Yacksel Rios (11237293),Yacksel Rios,11237293,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,2.54
RP,Seranthony Dominguez (11237314),Seranthony Dominguez,11237314,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,4.17
RP,Jimmy Cordero (11237337),Jimmy Cordero,11237337,P,4000,WAS@PHI 09/10/2018 07:05PM ET,WAS,1.52
RP,Kyle McGowin (11237360),Kyle McGowin,11237360,P,4000,WAS@PHI 09/10/2018 07:05PM ET,WAS,-0.35
RP,Victor Arano (11237372),Victor Arano,11237372,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,3.18
RP,Austen Williams (11237386),Austen Williams,11237386,P,4000,WAS@PHI 09/10/2018 07:05PM ET,WAS,0.95
RP,Austin Davis (11237387),Austin Davis,11237387,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,3.46
SP,Adonis Medina (11237402),Adonis Medina,11237402,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,0
RP,Koda Glover (11237418),Koda Glover,11237418,P,4000,WAS@PHI 09/10/2018 07:05PM ET,WAS,1.69
SP,Kevin Gowdy (11237424),Kevin Gowdy,11237424,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,0
SP,JoJo Romero (11237428),JoJo Romero,11237428,P,4000,WAS@PHI 09/10/2018 07:05PM ET,PHI,0
1B/2B,Daniel Murphy (11236382),Daniel Murphy,11236382,1B/2B,3900,MIL@CHC 09/10/2018 08:05PM ET,CHC,6.85
OF,Jason Heyward (11236385),Jason Heyward,11236385,OF,3900,MIL@CHC 09/10/2018 08:05PM ET,CHC,6.73
1B/OF,Eric Thames (11236388),Eric Thames,11236388,1B/OF,3900,MIL@CHC 09/10/2018 08:05PM ET,MIL,6.54
2B/3B,Travis Shaw (11236403),Travis Shaw,11236403,2B/3B,3900,MIL@CHC 09/10/2018 08:05PM ET,MIL,7.5
OF,Kyle Schwarber (11236409),Kyle Schwarber,11236409,OF,3900,MIL@CHC 09/10/2018 08:05PM ET,CHC,7.15
OF,Ian Happ (11236414),Ian Happ,11236414,OF,3900,MIL@CHC 09/10/2018 08:05PM ET,CHC,5.80
OF,Kevin Kiermaier (11236400),Kevin Kiermaier,11236400,OF,3900,CLE@TB 09/10/2018 07:10PM ET,TB,6.95
OF,Mallex Smith (11236407),Mallex Smith,11236407,OF,3900,CLE@TB 09/10/2018 07:10PM ET,TB,7.40
2B/3B,Jedd Gyorko (11236396),Jedd Gyorko,11236396,2B/3B,3900,PIT@STL 09/10/2018 08:15PM ET,STL,5.62
OF,Matt Holliday (11236378),Matt Holliday,11236378,OF,3900,ARI@COL 09/10/2018 08:40PM ET,COL,6.08
C,Chris Iannetta (11236379),Chris Iannetta,11236379,C,3900,ARI@COL 09/10/2018 08:40PM ET,COL,5.14
OF,Gerardo Parra (11236384),Gerardo Parra,11236384,OF,3900,ARI@COL 09/10/2018 08:40PM ET,COL,5.35
OF,Socrates Brito (11236402),Socrates Brito,11236402,OF,3900,ARI@COL 09/10/2018 08:40PM ET,ARI,1.09
2B/SS,Ketel Marte (11236405),Ketel Marte,11236405,2B/SS,3900,ARI@COL 09/10/2018 08:40PM ET,ARI,6.31
OF,Alex Gordon (11236381),Alex Gordon,11236381,OF,3900,CWS@KC 09/10/2018 08:15PM ET,KC,6.15
OF,Avisail Garcia (11236390),Avisail Garcia,11236390,OF,3900,CWS@KC 09/10/2018 08:15PM ET,CWS,7.33
1B/3B,Hunter Dozier (11236410),Hunter Dozier,11236410,1B/3B,3900,CWS@KC 09/10/2018 08:15PM ET,KC,5.59
C,Kurt Suzuki (11236380),Kurt Suzuki,11236380,C,3900,ATL@SF 09/10/2018 10:15PM ET,ATL,6.50
OF,Ender Inciarte (11236394),Ender Inciarte,11236394,OF,3900,ATL@SF 09/10/2018 10:15PM ET,ATL,7.39
2B/OF,Alen Hanson (11236398),Alen Hanson,11236398,2B/OF,3900,ATL@SF 09/10/2018 10:15PM ET,SF,5.38
1B,Luke Voit (11236392),Luke Voit,11236392,1B,3900,NYY@MIN 09/10/2018 08:10PM ET,NYY,7.10
1B/OF,Derek Dietrich (11236386),Derek Dietrich,11236386,1B/OF,3900,Postponed,MIA,6.47
2B,Jeff McNeil (11236408),Jeff McNeil,11236408,2B,3900,Postponed,NYM,7.36
1B,Justin Bour (11236391),Justin Bour,11236391,1B,3900,WAS@PHI 09/10/2018 07:05PM ET,PHI,6.38
3B/SS,J.P. Crawford (11236412),J.P. Crawford,11236412,3B/SS,3900,WAS@PHI 09/10/2018 07:05PM ET,PHI,4.83
C,Nick Ciuffo (11236415),Nick Ciuffo,11236415,C,3800,CLE@TB 09/10/2018 07:10PM ET,TB,7
1B/3B,Patrick Wisdom (11236376),Patrick Wisdom,11236376,1B/3B,3800,PIT@STL 09/10/2018 08:15PM ET,STL,4.21
2B,Kolten Wong (11236418),Kolten Wong,11236418,2B,3800,PIT@STL 09/10/2018 08:15PM ET,STL,5.16
3B,Jake Lamb (11236393),Jake Lamb,11236393,3B,3800,ARI@COL 09/10/2018 08:40PM ET,ARI,6.88
SS,Nick Ahmed (11236425),Nick Ahmed,11236425,SS,3800,ARI@COL 09/10/2018 08:40PM ET,ARI,6.46
1B,Ryan McMahon (11236450),Ryan McMahon,11236450,1B,3800,ARI@COL 09/10/2018 08:40PM ET,COL,3.6
OF,Jorge Bonifacio (11236422),Jorge Bonifacio,11236422,OF,3800,CWS@KC 09/10/2018 08:15PM ET,KC,5.96
OF,Daniel Palka (11236424),Daniel Palka,11236424,OF,3800,CWS@KC 09/10/2018 08:15PM ET,CWS,6.67
OF,Brett Phillips (11236428),Brett Phillips,11236428,OF,3800,CWS@KC 09/10/2018 08:15PM ET,KC,4.24
OF,Kole Calhoun (11236421),Kole Calhoun,11236421,OF,3800,TEX@LAA 09/10/2018 10:07PM ET,LAA,6.87
1B,Tyler Austin (11236423),Tyler Austin,11236423,1B,3800,NYY@MIN 09/10/2018 08:10PM ET,MIN,7.52
2B,Tyler Wade (11236429),Tyler Wade,11236429,2B,3800,NYY@MIN 09/10/2018 08:10PM ET,NYY,2.93
OF,Jay Bruce (11236416),Jay Bruce,11236416,OF,3800,Postponed,NYM,5.46
3B/OF,Brian Anderson (11236426),Brian Anderson,11236426,3B/OF,3800,Postponed,MIA,7.15
2B,Jonathan Schoop (11236440),Jonathan Schoop,11236440,2B,3700,MIL@CHC 09/10/2018 08:05PM ET,MIL,6.64
1B,C.J. Cron (11236443),C.J. Cron,11236443,1B,3700,CLE@TB 09/10/2018 07:10PM ET,TB,7.53
1B/OF,Jose Martinez (11236434),Jose Martinez,11236434,1B/OF,3700,PIT@STL 09/10/2018 08:15PM ET,STL,6.98
1B,Josh Bell (11236444),Josh Bell,11236444,1B,3700,PIT@STL 09/10/2018 08:15PM ET,PIT,6.57
OF,Chris Owings (11236436),Chris Owings,11236436,OF,3700,ARI@COL 09/10/2018 08:40PM ET,ARI,4.09
C,Tom Murphy (11236445),Tom Murphy,11236445,C,3700,ARI@COL 09/10/2018 08:40PM ET,COL,3.97
1B/3B,Matt Davidson (11236419),Matt Davidson,11236419,1B/3B,3700,CWS@KC 09/10/2018 08:15PM ET,CWS,6.98
OF,Brian Goodwin (11236437),Brian Goodwin,11236437,OF,3700,CWS@KC 09/10/2018 08:15PM ET,KC,3.63
3B,Evan Longoria (11236417),Evan Longoria,11236417,3B,3700,ATL@SF 09/10/2018 10:15PM ET,SF,6.76
1B,Brandon Belt (11236433),Brandon Belt,11236433,1B,3700,ATL@SF 09/10/2018 10:15PM ET,SF,7.07
OF,Steven Duggar (11236451),Steven Duggar,11236451,OF,3700,ATL@SF 09/10/2018 10:15PM ET,SF,6.54
SS,Elvis Andrus (11236432),Elvis Andrus,11236432,SS,3700,TEX@LAA 09/10/2018 10:07PM ET,TEX,7.35
2B/3B,David Fletcher (11236452),David Fletcher,11236452,2B/3B,3700,TEX@LAA 09/10/2018 10:07PM ET,LAA,5.96
C,Gary Sanchez (11236441),Gary Sanchez,11236441,C,3700,NYY@MIN 09/10/2018 08:10PM ET,NYY,7.18
1B,Peter O'Brien (11236442),Peter O'Brien,11236442,1B,3700,Postponed,MIA,1.67
SS,Amed Rosario (11236447),Amed Rosario,11236447,SS,3700,Postponed,NYM,6.46
1B/OF,Dominic Smith (11236448),Dominic Smith,11236448,1B/OF,3700,Postponed,NYM,3.56
OF,Nick Williams (11236446),Nick Williams,11236446,OF,3700,WAS@PHI 09/10/2018 07:05PM ET,PHI,5.73
2B/OF,Hernan Perez (11236438),Hernan Perez,11236438,2B/OF,3600,MIL@CHC 09/10/2018 08:05PM ET,MIL,4.50
OF,Albert Almora Jr. (11236463),Albert Almora Jr.,11236463,OF,3600,MIL@CHC 09/10/2018 08:05PM ET,CHC,5.06
1B/C,Victor Caratini (11236467),Victor Caratini,11236467,C/1B,3600,MIL@CHC 09/10/2018 08:05PM ET,CHC,3.79
2B/OF,Brandon Lowe (11236430),Brandon Lowe,11236430,2B/OF,3600,CLE@TB 09/10/2018 07:10PM ET,TB,7.24
OF,Melky Cabrera (11236455),Melky Cabrera,11236455,OF,3600,CLE@TB 09/10/2018 07:10PM ET,CLE,6.36
1B,Yonder Alonso (11236457),Yonder Alonso,11236457,1B,3600,CLE@TB 09/10/2018 07:10PM ET,CLE,6.87
C,Francisco Cervelli (11236456),Francisco Cervelli,11236456,C,3600,PIT@STL 09/10/2018 08:15PM ET,PIT,7.06
OF,Corey Dickerson (11236459),Corey Dickerson,11236459,OF,3600,PIT@STL 09/10/2018 08:15PM ET,PIT,7.02
OF,Jordan Luplow (11236470),Jordan Luplow,11236470,OF,3600,PIT@STL 09/10/2018 08:15PM ET,PIT,4.48
OF,Harrison Bader (11236471),Harrison Bader,11236471,OF,3600,PIT@STL 09/10/2018 08:15PM ET,STL,5.69
OF,Leury Garcia (11236458),Leury Garcia,11236458,OF,3600,CWS@KC 09/10/2018 08:15PM ET,CWS,5.92
3B,Yolmer Sanchez (11236460),Yolmer Sanchez,11236460,3B,3600,CWS@KC 09/10/2018 08:15PM ET,CWS,6.72
OF,Chris Shaw (11236464),Chris Shaw,11236464,OF,3600,ATL@SF 09/10/2018 10:15PM ET,SF,2.75
SS,Dansby Swanson (11236465),Dansby Swanson,11236465,SS,3600,ATL@SF 09/10/2018 10:15PM ET,ATL,6.61
1B,Ronald Guzman (11236466),Ronald Guzman,11236466,1B,3600,TEX@LAA 09/10/2018 10:07PM ET,TEX,6.07
OF,Michael Hermosillo (11236469),Michael Hermosillo,11236469,OF,3600,TEX@LAA 09/10/2018 10:07PM ET,LAA,1.85
SS,Jorge Polanco (11236461),Jorge Polanco,11236461,SS,3600,NYY@MIN 09/10/2018 08:10PM ET,MIN,7.10
OF,Isaac Galloway (11236454),Isaac Galloway,11236454,OF,3600,Postponed,MIA,3.07
OF,Yoenis Cespedes (11236462),Yoenis Cespedes,11236462,OF,3600,Postponed,NYM,8.60
1B,Ji-Man Choi (11236485),Ji-Man Choi,11236485,1B,3500,CLE@TB 09/10/2018 07:10PM ET,TB,7.06
3B,Matt Duffy (11236490),Matt Duffy,11236490,3B,3500,CLE@TB 09/10/2018 07:10PM ET,TB,6.79
2B,Joey Wendle (11236495),Joey Wendle,11236495,2B,3500,CLE@TB 09/10/2018 07:10PM ET,TB,6.87
3B,Yandy Diaz (11236499),Yandy Diaz,11236499,3B,3500,CLE@TB 09/10/2018 07:10PM ET,CLE,5.96
3B/OF,Pablo Reyes (11236473),Pablo Reyes,11236473,3B/OF,3500,PIT@STL 09/10/2018 08:15PM ET,PIT,3.5
C,Elias Diaz (11236480),Elias Diaz,11236480,C,3500,PIT@STL 09/10/2018 08:15PM ET,PIT,5.90
SS,Tim Anderson (11236497),Tim Anderson,11236497,SS,3500,CWS@KC 09/10/2018 08:15PM ET,CWS,7.48
OF,Ryan Cordell (11236498),Ryan Cordell,11236498,OF,3500,CWS@KC 09/10/2018 08:15PM ET,CWS,0.8
2B,Yoan Moncada (11236500),Yoan Moncada,11236500,2B,3500,CWS@KC 09/10/2018 08:15PM ET,CWS,7.22
1B/3B,Pablo Sandoval (11236477),Pablo Sandoval,11236477,1B/3B,3500,ATL@SF 09/10/2018 10:15PM ET,SF,4.62
OF,Preston Tucker (11236488),Preston Tucker,11236488,OF,3500,ATL@SF 09/10/2018 10:15PM ET,ATL,3.51
2B,Miguel Gomez (11236492),Miguel Gomez,11236492,2B,3500,ATL@SF 09/10/2018 10:15PM ET,SF,2.22
C,Francisco Arcia (11236472),Francisco Arcia,11236472,C,3500,TEX@LAA 09/10/2018 10:07PM ET,LAA,4.70
C,Kyle Higashioka (11236479),Kyle Higashioka,11236479,C,3500,NYY@MIN 09/10/2018 08:10PM ET,NYY,3.88
1B/3B,Miguel Sano (11236482),Miguel Sano,11236482,1B/3B,3500,NYY@MIN 09/10/2018 08:10PM ET,MIN,6.94
OF,Jake Cave (11236489),Jake Cave,11236489,OF,3500,NYY@MIN 09/10/2018 08:10PM ET,MIN,6.15
OF,Clint Frazier (11236496),Clint Frazier,11236496,OF,3500,NYY@MIN 09/10/2018 08:10PM ET,NYY,4.47
OF,Rafael Ortega (11236481),Rafael Ortega,11236481,OF,3500,Postponed,MIA,6.4
C,Kevin Plawecki (11236491),Kevin Plawecki,11236491,C,3500,Postponed,NYM,5.83
OF,Lewis Brinson (11236493),Lewis Brinson,11236493,OF,3500,Postponed,MIA,5.11
OF,Austin Dean (11236494),Austin Dean,11236494,OF,3500,Postponed,MIA,5.95
3B/OF,Jose Bautista (11236475),Jose Bautista,11236475,3B/OF,3500,WAS@PHI 09/10/2018 07:05PM ET,PHI,5.70
3B,Maikel Franco (11236484),Maikel Franco,11236484,3B,3500,WAS@PHI 09/10/2018 07:05PM ET,PHI,6.48
2B/3B,Wilmer Difo (11236486),Wilmer Difo,11236486,2B/3B,3500,WAS@PHI 09/10/2018 07:05PM ET,WAS,4.94
C,Manny Pina (11236505),Manny Pina,11236505,C,3400,MIL@CHC 09/10/2018 08:05PM ET,MIL,5.47
3B,David Bote (11236518),David Bote,11236518,3B,3400,MIL@CHC 09/10/2018 08:05PM ET,CHC,5.46
OF,Rajai Davis (11236502),Rajai Davis,11236502,OF,3400,CLE@TB 09/10/2018 07:10PM ET,CLE,4.14
OF,Tyler Naquin (11236509),Tyler Naquin,11236509,OF,3400,CLE@TB 09/10/2018 07:10PM ET,CLE,4.66
OF,Bradley Zimmer (11236515),Bradley Zimmer,11236515,OF,3400,CLE@TB 09/10/2018 07:10PM ET,CLE,5.24
2B/SS,Kevin Newman (11236521),Kevin Newman,11236521,2B/SS,3400,PIT@STL 09/10/2018 08:15PM ET,PIT,2.06
C,Tony Wolters (11236510),Tony Wolters,11236510,C,3400,ARI@COL 09/10/2018 08:40PM ET,COL,4.27
OF,Noel Cuevas (11236511),Noel Cuevas,11236511,OF,3400,ARI@COL 09/10/2018 08:40PM ET,COL,2.97
C,Nick Hundley (11236506),Nick Hundley,11236506,C,3400,ATL@SF 09/10/2018 10:15PM ET,SF,5.19
OF,Gorkys Hernandez (11236507),Gorkys Hernandez,11236507,OF,3400,ATL@SF 09/10/2018 10:15PM ET,SF,5.31
1B/OF,Austin Slater (11236516),Austin Slater,11236516,1B/OF,3400,ATL@SF 09/10/2018 10:15PM ET,SF,5.12
C,Austin Romine (11236508),Austin Romine,11236508,C,3400,NYY@MIN 09/10/2018 08:10PM ET,NYY,6.08
1B,Greg Bird (11236514),Greg Bird,11236514,1B,3400,NYY@MIN 09/10/2018 08:10PM ET,NYY,5.83
3B/SS,Jack Reinheimer (11236512),Jack Reinheimer,11236512,3B/SS,3400,Postponed,NYM,2.2
1B/OF,Garrett Cooper (11236519),Garrett Cooper,11236519,1B/OF,3400,Postponed,MIA,2.93
2B/OF,Trevor Plouffe (11236503),Trevor Plouffe,11236503,2B/OF,3400,WAS@PHI 09/10/2018 07:05PM ET,PHI,3.43
SS,Scott Kingery (11236523),Scott Kingery,11236523,SS,3400,WAS@PHI 09/10/2018 07:05PM ET,PHI,4.95
OF,Domingo Santana (11236536),Domingo Santana,11236536,OF,3300,MIL@CHC 09/10/2018 08:05PM ET,MIL,4.32
C,Jacob Nottingham (11236549),Jacob Nottingham,11236549,C,3300,MIL@CHC 09/10/2018 08:05PM ET,MIL,2.89
C,Eric Haase (11236544),Eric Haase,11236544,C,3300,CLE@TB 09/10/2018 07:10PM ET,CLE,0
OF,Greg Allen (11236550),Greg Allen,11236550,OF,3300,CLE@TB 09/10/2018 07:10PM ET,CLE,5.62
2B,Kevin Kramer (11236501),Kevin Kramer,11236501,2B,3300,PIT@STL 09/10/2018 08:15PM ET,PIT,3.33
OF,Dexter Fowler (11236529),Dexter Fowler,11236529,OF,3300,PIT@STL 09/10/2018 08:15PM ET,STL,5.34
3B/SS,Jung Ho Kang (11236546),Jung Ho Kang,11236546,3B/SS,3300,PIT@STL 09/10/2018 08:15PM ET,PIT,0
3B/SS,Jose Rondon (11236542),Jose Rondon,11236542,3B/SS,3300,CWS@KC 09/10/2018 08:15PM ET,CWS,5.06
OF,Eloy Jimenez (11236551),Eloy Jimenez,11236551,OF,3300,CWS@KC 09/10/2018 08:15PM ET,CWS,0
3B/OF,Charlie Culberson (11236530),Charlie Culberson,11236530,3B/OF,3300,ATL@SF 09/10/2018 10:15PM ET,ATL,5.39
C,Buster Posey (11236532),Buster Posey,11236532,C,3300,ATL@SF 09/10/2018 10:15PM ET,SF,6.76
SS,Brandon Crawford (11236533),Brandon Crawford,11236533,SS,3300,ATL@SF 09/10/2018 10:15PM ET,SF,6.38
3B,Ryder Jones (11236548),Ryder Jones,11236548,3B,3300,ATL@SF 09/10/2018 10:15PM ET,SF,6.6
C,Robinson Chirinos (11236526),Robinson Chirinos,11236526,C,3300,TEX@LAA 09/10/2018 10:07PM ET,TEX,6.84
2B/OF,Drew Robinson (11236537),Drew Robinson,11236537,2B/OF,3300,TEX@LAA 09/10/2018 10:07PM ET,TEX,4.17
C,Joe Hudson (11236545),Joe Hudson,11236545,C,3300,TEX@LAA 09/10/2018 10:07PM ET,LAA,2
1B/2B,Neil Walker (11236527),Neil Walker,11236527,1B/2B,3300,NYY@MIN 09/10/2018 08:10PM ET,NYY,5.26
1B/OF,Taylor Motter (11236539),Taylor Motter,11236539,1B/OF,3300,NYY@MIN 09/10/2018 08:10PM ET,MIN,2.53
C,Mitch Garver (11236541),Mitch Garver,11236541,C,3300,NYY@MIN 09/10/2018 08:10PM ET,MIN,5.39
3B/SS,Jose Reyes (11236524),Jose Reyes,11236524,3B/SS,3300,Postponed,NYM,3.27
1B,Wilmer Flores (11236534),Wilmer Flores,11236534,1B,3300,Postponed,NYM,5.68
OF,Matt den Dekker (11236535),Matt den Dekker,11236535,OF,3300,Postponed,NYM,0.75
1B,Peter Alonso (11236553),Peter Alonso,11236553,1B,3300,Postponed,NYM,0
OF,Andrew Stevenson (11236552),Andrew Stevenson,11236552,OF,3300,WAS@PHI 09/10/2018 07:05PM ET,WAS,2.80
SS,Tyler Saladino (11236565),Tyler Saladino,11236565,SS,3200,MIL@CHC 09/10/2018 08:05PM ET,MIL,4.67
1B/2B,Brad Miller (11236568),Brad Miller,11236568,1B/2B,3200,MIL@CHC 09/10/2018 08:05PM ET,MIL,5.33
OF,Carlos Gomez (11236557),Carlos Gomez,11236557,OF,3200,CLE@TB 09/10/2018 07:10PM ET,TB,5.66
C,Yan Gomes (11236562),Yan Gomes,11236562,C,3200,CLE@TB 09/10/2018 07:10PM ET,CLE,6.38
2B/SS,Daniel Robertson (11236573),Daniel Robertson,11236573,2B/SS,3200,CLE@TB 09/10/2018 07:10PM ET,TB,6.81
3B,Colin Moran (11236572),Colin Moran,11236572,3B,3200,PIT@STL 09/10/2018 08:15PM ET,PIT,5.24
C,Dustin Garneau (11236564),Dustin Garneau,11236564,C,3200,CWS@KC 09/10/2018 08:15PM ET,CWS,7
C,Kevan Smith (11236571),Kevan Smith,11236571,C,3200,CWS@KC 09/10/2018 08:15PM ET,CWS,5.72
OF,Jorge Soler (11236575),Jorge Soler,11236575,OF,3200,CWS@KC 09/10/2018 08:15PM ET,KC,7.62
C,Meibrys Viloria (11236578),Meibrys Viloria,11236578,C,3200,CWS@KC 09/10/2018 08:15PM ET,KC,6.5
SS,Abiatal Avelino (11236554),Abiatal Avelino,11236554,SS,3200,ATL@SF 09/10/2018 10:15PM ET,SF,0
1B,Lucas Duda (11236558),Lucas Duda,11236558,1B,3200,ATL@SF 09/10/2018 10:15PM ET,ATL,6.11
OF,Lane Adams (11236563),Lane Adams,11236563,OF,3200,ATL@SF 09/10/2018 10:15PM ET,ATL,2.58
C,Aramis Garcia (11236570),Aramis Garcia,11236570,C,3200,ATL@SF 09/10/2018 10:15PM ET,SF,10.25
3B/C,Isiah Kiner-Falefa (11236576),Isiah Kiner-Falefa,11236576,C/3B,3200,TEX@LAA 09/10/2018 10:07PM ET,TEX,5.73
3B,Taylor Ward (11236579),Taylor Ward,11236579,3B,3200,TEX@LAA 09/10/2018 10:07PM ET,LAA,5.39
1B,Joe Mauer (11236556),Joe Mauer,11236556,1B,3200,NYY@MIN 09/10/2018 08:10PM ET,MIN,6.36
OF,Robbie Grossman (11236559),Robbie Grossman,11236559,OF,3200,NYY@MIN 09/10/2018 08:10PM ET,MIN,5.19
SS,Adeiny Hechavarria (11236566),Adeiny Hechavarria,11236566,SS,3200,NYY@MIN 09/10/2018 08:10PM ET,NYY,5.13
1B,Adrian Gonzalez (11236555),Adrian Gonzalez,11236555,1B,3200,Postponed,NYM,5.30
OF,Michael A. Taylor (11236560),Michael A. Taylor,11236560,OF,3200,WAS@PHI 09/10/2018 07:05PM ET,WAS,5.26
OF,Aaron Altherr (11236561),Aaron Altherr,11236561,OF,3200,WAS@PHI 09/10/2018 07:05PM ET,PHI,3.95
3B,Matt Reynolds (11236567),Matt Reynolds,11236567,3B,3200,WAS@PHI 09/10/2018 07:05PM ET,WAS,1
SS,Addison Russell (11236603),Addison Russell,11236603,SS,3100,MIL@CHC 09/10/2018 08:05PM ET,CHC,5.53
OF,Lonnie Chisenhall (11236584),Lonnie Chisenhall,11236584,OF,3100,CLE@TB 09/10/2018 07:10PM ET,CLE,5.86
2B/SS,Max Moroff (11236604),Max Moroff,11236604,2B/SS,3100,PIT@STL 09/10/2018 08:15PM ET,PIT,4
OF,Yasmany Tomas (11236606),Yasmany Tomas,11236606,OF,3100,ARI@COL 09/10/2018 08:40PM ET,ARI,0
OF,Nicky Delmonico (11236601),Nicky Delmonico,11236601,OF,3100,CWS@KC 09/10/2018 08:15PM ET,CWS,5.58
OF,Hunter Pence (11236580),Hunter Pence,11236580,OF,3100,ATL@SF 09/10/2018 10:15PM ET,SF,3.13
C,Tyler Flowers (11236582),Tyler Flowers,11236582,C,3100,ATL@SF 09/10/2018 10:15PM ET,ATL,5.65
2B/3B,Chase d'Arnaud (11236587),Chase d'Arnaud,11236587,2B/3B,3100,ATL@SF 09/10/2018 10:15PM ET,SF,4.24
1B/3B,Jefry Marte (11236589),Jefry Marte,11236589,1B/3B,3100,TEX@LAA 09/10/2018 10:07PM ET,LAA,3.31
3B,Kaleb Cowart (11236594),Kaleb Cowart,11236594,3B,3100,TEX@LAA 09/10/2018 10:07PM ET,LAA,2.52
2B/SS,Hanser Alberto (11236599),Hanser Alberto,11236599,2B/SS,3100,TEX@LAA 09/10/2018 10:07PM ET,TEX,0.83
OF,Jacoby Ellsbury (11236581),Jacoby Ellsbury,11236581,OF,3100,NYY@MIN 09/10/2018 08:10PM ET,NYY,0
1B,Logan Morrison (11236583),Logan Morrison,11236583,1B,3100,NYY@MIN 09/10/2018 08:10PM ET,MIN,5.82
1B,Kennys Vargas (11236591),Kennys Vargas,11236591,1B,3100,NYY@MIN 09/10/2018 08:10PM ET,MIN,0
3B/C,Willians Astudillo (11236592),Willians Astudillo,11236592,C/3B,3100,NYY@MIN 09/10/2018 08:10PM ET,MIN,5.53
OF,Max Kepler (11236595),Max Kepler,11236595,OF,3100,NYY@MIN 09/10/2018 08:10PM ET,MIN,6.55
OF,Byron Buxton (11236602),Byron Buxton,11236602,OF,3100,NYY@MIN 09/10/2018 08:10PM ET,MIN,3.75
C,Devin Mesoraco (11236586),Devin Mesoraco,11236586,C,3100,Postponed,NYM,4.95
SS,JT Riddle (11236596),JT Riddle,11236596,SS,3100,Postponed,MIA,4.87
C,Chad Wallach (11236598),Chad Wallach,11236598,C,3100,Postponed,MIA,2.6
2B/3B,Luis Guillorme (11236607),Luis Guillorme,11236607,2B/3B,3100,Postponed,NYM,2.37
C,Matt Wieters (11236585),Matt Wieters,11236585,C,3100,WAS@PHI 09/10/2018 07:05PM ET,WAS,5.05
C,Andrew Knapp (11236597),Andrew Knapp,11236597,C,3100,WAS@PHI 09/10/2018 07:05PM ET,PHI,3.91
C,Erik Kratz (11236609),Erik Kratz,11236609,C,3000,MIL@CHC 09/10/2018 08:05PM ET,MIL,5.06
2B/3B,Erik Gonzalez (11236628),Erik Gonzalez,11236628,2B/3B,3000,CLE@TB 09/10/2018 07:10PM ET,CLE,3.2
SS,Willy Adames (11236638),Willy Adames,11236638,SS,3000,CLE@TB 09/10/2018 07:10PM ET,TB,6.64
1B,Bobby Bradley (11236641),Bobby Bradley,11236641,1B,3000,CLE@TB 09/10/2018 07:10PM ET,CLE,0
2B,Josh Harrison (11236620),Josh Harrison,11236620,2B,3000,PIT@STL 09/10/2018 08:15PM ET,PIT,5.77
1B/OF,Jose Osuna (11236631),Jose Osuna,11236631,1B/OF,3000,PIT@STL 09/10/2018 08:15PM ET,PIT,2.81
SS,Cole Tucker (11236640),Cole Tucker,11236640,SS,3000,PIT@STL 09/10/2018 08:15PM ET,PIT,0
OF,Jarrod Dyson (11236613),Jarrod Dyson,11236613,OF,3000,ARI@COL 09/10/2018 08:40PM ET,ARI,5.45
C,Alex Avila (11236619),Alex Avila,11236619,C,3000,ARI@COL 09/10/2018 08:40PM ET,ARI,3.72
OF,Cesar Puello (11236623),Cesar Puello,11236623,OF,3000,ARI@COL 09/10/2018 08:40PM ET,ARI,0
C,Welington Castillo (11236614),Welington Castillo,11236614,C,3000,CWS@KC 09/10/2018 08:15PM ET,CWS,5.82
C,Omar Narvaez (11236627),Omar Narvaez,11236627,C,3000,CWS@KC 09/10/2018 08:15PM ET,CWS,5.30
OF,Ryan LaMarre (11236630),Ryan LaMarre,11236630,OF,3000,CWS@KC 09/10/2018 08:15PM ET,CWS,3.72
OF,Mac Williamson (11236635),Mac Williamson,11236635,OF,3000,ATL@SF 09/10/2018 10:15PM ET,SF,6.18
3B,Rio Ruiz (11236636),Rio Ruiz,11236636,3B,3000,ATL@SF 09/10/2018 10:15PM ET,ATL,0.67
2B/3B,Zack Cozart (11236617),Zack Cozart,11236617,2B/3B,3000,TEX@LAA 09/10/2018 10:07PM ET,LAA,6.28
